V1	V2
8915	3235	4522
8916	2107	2802
8917	766	2053
8918	882	899
8919	222	899
8920	939	1843
8921	152	215
8922	782	4327
8923	2107	4056
8924	152	3932
8925	1151	5380
8926	617	1073
8927	139	2423
8928	62	968
8929	899	2889
8930	309	1319
8931	1653	3733
8932	962	4603
8933	939	3930
8934	1083	4405
8935	656	1397
8936	80	287
8937	2806	3444
8938	3464	4603
8939	812	2138
8940	280	688
8941	152	593
8942	1299	1356
8943	651	2153
8944	916	3531
8945	617	1287
8946	659	1653
8947	290	1356
8948	782	3945
8949	196	1560
8950	727	2040
8951	939	2928
8952	182	1097
8953	3342	3996
8954	3	656
8955	376	3000
8956	939	4378
8957	615	3418
8958	1083	4823
8959	14	103
8960	406	3360
8961	152	1591
8962	656	2016
8963	211	311
8964	485	891
8965	1186	1564
8966	546	875
8967	617	1096
8968	579	937
8969	127	1159
8970	266	3531
8971	1653	1695
8972	266	407
8973	1656	3173
8974	139	551
8975	359	1010
8976	222	1653
8977	651	3342
8978	661	3521
8979	994	3624
8980	656	1064
8981	204	211
8982	1602	3531
8983	831	3799
8984	891	1319
8985	531	2054
8986	182	1653
8987	1176	1357
8988	477	2316
8989	579	709
8990	334	879
8991	287	676
8992	349	3279
8993	1032	3342
8994	287	2434
8995	994	1345
8996	87	211
8997	387	615
8998	470	2316
8999	152	930
9000	228	3360
9001	287	1299
9002	1798	4010
9003	1798	3711
9004	211	1466
9005	86	782
9006	1399	1653
9007	610	2493
9008	2138	3073
9009	1652	1653
9010	1159	1756
9011	376	443
9012	151	1073
9013	28	1146
9014	939	3422
9015	939	2648
9016	1653	2399
9017	211	833
9018	3235	3859
9019	2107	2163
9020	3202	3360
9021	579	1713
9022	750	3235
9023	1006	1083
9024	241	977
9025	2009	2051
9026	211	284
9027	241	387
9028	2789	3091
9029	88	787
9030	80	1159
9031	152	1071
9032	1984	2866
9033	152	2797
9034	790	3360
9035	579	727
9036	1925	4019
9037	3360	3592
9038	939	1728
9039	14	695
9040	3360	4327
9041	672	1798
9042	211	3772
9043	103	211
9044	211	1832
9045	310	635
9046	1083	2245
9047	374	2138
9048	939	1895
9049	383	1083
9050	1932	3514
9051	14	353
9052	310	1738
9053	53	1418
9054	376	1374
9055	310	1388
9056	3360	4933
9057	617	879
9058	187	189
9059	761	3360
9060	651	656
9061	349	506
9062	1357	2054
9063	358	615
9064	674	4603
9065	15	2423
9066	754	3023
9067	994	2920
9068	2107	2339
9069	485	1380
9070	546	559
9071	152	194
9072	3097	3914
9073	189	543
9074	531	879
9075	189	3444
9076	376	2159
9077	392	2422
9078	349	808
9079	668	1984
9080	615	4292
9081	1268	1319
9082	349	2032
9083	489	2578
9084	902	2493
9085	319	1843
9086	579	2332
9087	899	3579
9088	157	290
9089	1482	4603
9090	1083	2288
9091	310	902
9092	3622	4343
9093	2334	3622
9094	287	2970
9095	866	3342
9096	152	2505
9097	407	656
9098	359	808
9099	353	939
9100	754	939
9101	1333	2047
9102	706	1159
9103	1064	3360
9104	43	3464
9105	335	2053
9106	655	4019
9107	407	913
9108	1564	1847
9109	688	3091
9110	232	957
9111	88	1591
9112	1653	3371
9113	407	739
9114	1772	2316
9115	232	1532
9116	750	1984
9117	1083	2248
9118	579	2196
9119	3235	4206
9120	676	1482
9121	2712	4206
9122	1083	2294
9123	320	349
9124	639	1695
9125	1440	2138
9126	1695	2159
9127	1083	2114
9128	1325	2107
9129	465	2316
9130	2040	2434
9131	324	574
9132	215	656
9133	551	1872
9134	916	2267
9135	339	3360
9136	872	3360
9137	1984	3563
9138	88	1073
9139	211	1610
9140	1695	4184
9141	310	2455
9142	1159	1397
9143	211	2940
9144	531	2316
9145	443	1695
9146	1653	3181
9147	309	310
9148	310	569
9149	2501	4661
9150	14	3563
9151	98	2493
9152	62	2054
9153	981	1073
9154	241	2094
9155	1235	1653
9156	574	3991
9157	211	2665
9158	485	543
9159	152	644
9160	349	585
9161	579	4783
9162	211	1844
9163	574	1134
9164	103	3235
9165	2054	2657
9166	489	939
9167	46	139
9168	1374	3464
9169	879	3094
9170	14	372
9171	663	2049
9172	2040	2196
9173	739	3023
9174	546	4282
9175	1653	2115
9176	211	1122
9177	551	1952
9178	1798	3469
9179	977	2423
9180	2051	4708
9181	91	349
9182	27	579
9183	112	287
9184	202	1319
9185	899	939
9186	349	3144
9187	485	559
9188	178	879
9189	62	1357
9190	222	938
9191	1798	4903
9192	574	2040
9193	1083	3241
9194	349	4223
9195	341	3235
9196	349	1058
9197	280	3799
9198	676	940
9199	319	1984
9200	1319	2163
9201	87	1653
9202	55	1083
9203	139	559
9204	3235	4557
9205	2423	3000
9206	1083	2315
9207	14	2434
9208	3023	4327
9209	1115	1746
9210	668	2053
9211	189	559
9212	211	1116
9213	280	2270
9214	615	2101
9215	319	3799
9216	76	1902
9217	537	1653
9218	2107	3941
9219	241	655
9220	349	2245
9221	14	351
9222	139	2806
9223	2423	3235
9224	349	2288
9225	487	617
9226	1096	2138
9227	3365	4143
9228	62	3173
9229	266	3342
9230	808	936
9231	491	3514
9232	287	1287
9233	1083	3722
9234	994	3525
9235	1083	1534
9236	615	1969
9237	321	349
9238	1357	3799
9239	1319	3772
9240	916	2342
9241	288	1146
9242	994	4962
9243	2316	2432
9244	1839	2107
9245	938	3360
9246	349	2643
9247	161	3360
9248	2107	2792
9249	104	310
9250	1007	2138
9251	939	2157
9252	2316	2321
9253	1351	1512
9254	349	921
9255	936	3514
9256	1844	4603
9257	259	1653
9258	709	3531
9259	3091	3800
9260	139	842
9261	152	4113
9262	1832	3360
9263	3825	4282
9264	867	981
9265	104	1159
9266	152	3451
9267	1319	3296
9268	41	1159
9269	808	2423
9270	62	105
9271	310	433
9272	211	2237
9273	349	553
9274	338	3799
9275	2316	2653
9276	1465	1653
9277	1207	2053
9278	266	2866
9279	2053	3983
9280	848	2016
9281	1159	4019
9282	1319	2858
9283	339	551
9284	196	3415
9285	196	2493
9286	211	3800
9287	37	808
9288	152	2616
9289	1984	3665
9290	1287	2866
9291	62	3983
9292	280	290
9293	152	3055
9294	1231	3531
9295	37	937
9296	2316	3190
9297	14	312
9298	879	2493
9299	189	241
9300	392	3045
9301	86	402
9302	2903	3235
9303	766	830
9304	1083	2441
9305	546	1482
9306	14	2322
9307	349	1832
9308	433	3360
9309	725	3342
9310	287	1096
9311	310	1722
9312	750	916
9313	211	2531
9314	574	2016
9315	731	2316
9316	1354	1902
9317	2796	3360
9318	551	3933
9319	415	526
9320	1482	2213
9321	338	2016
9322	830	1754
9323	782	2342
9324	2384	4763
9325	211	639
9326	782	2997
9327	86	1843
9328	676	3801
9329	14	86
9330	1653	3769
9331	211	608
9332	376	2040
9333	1083	2026
9334	211	2931
9335	1532	2866
9336	256	1754
9337	916	1287
9338	349	2167
9339	3360	3507
9340	1224	1319
9341	662	3531
9342	756	2493
9343	334	3799
9344	803	3342
9345	359	524
9346	3360	4962
9347	112	196
9348	152	3202
9349	1695	2040
9350	211	3202
9351	1083	3945
9352	349	1223
9353	1357	2016
9354	656	3094
9355	152	578
9356	2040	2114
9357	939	3081
9358	152	1429
9359	157	1073
9360	854	1653
9361	551	2430
9362	241	4557
9363	152	2336
9364	202	994
9365	579	2054
9366	414	2316
9367	617	3916
9368	349	2438
9369	1083	2159
9370	2159	4019
9371	994	1719
9372	3023	3579
9373	405	4329
9374	287	688
9375	2040	4343
9376	841	899
9377	376	1540
9378	579	3371
9379	1653	1753
9380	1653	4405
9381	349	2796
9382	189	414
9383	939	2224
9384	1319	1399
9385	615	3170
9386	62	1984
9387	1319	3615
9388	1010	4603
9389	520	551
9390	211	2523
9391	608	2316
9392	994	1046
9393	27	2493
9394	202	615
9395	1969	2493
9396	761	2107
9397	2334	2493
9398	866	2222
9399	152	2852
9400	937	3514
9401	152	346
9402	62	3799
9403	939	3293
9404	152	1596
9405	629	3799
9406	196	902
9407	152	730
9408	2311	3235
9409	994	3665
9410	1592	1653
9411	791	2866
9412	1540	4282
9413	1073	1984
9414	374	2040
9415	2138	3657
9416	2807	3360
9417	151	2101
9418	778	875
9419	172	579
9420	202	939
9421	299	916
9422	1653	1852
9423	1159	2054
9424	1798	3202
9425	668	3933
9426	867	938
9427	152	4848
9428	994	2836
9429	349	851
9430	159	269
9431	14	953
9432	183	2053
9433	46	882
9434	688	1159
9435	352	569
9436	43	867
9437	615	831
9438	617	1487
9439	1226	3023
9440	574	1397
9441	3360	4317
9442	1627	2107
9443	14	52
9444	324	1083
9445	1121	1532
9446	139	189
9447	1399	1798
9448	485	662
9449	939	1656
9450	1153	2493
9451	54	2493
9452	146	617
9453	2094	2138
9454	211	3930
9455	11	14
9456	879	3521
9457	272	1083
9458	211	4611
9459	766	1224
9460	62	1610
9461	711	2903
9462	899	1010
9463	151	1330
9464	656	1833
9465	656	1150
9466	170	1115
9467	708	1319
9468	211	3665
9469	2493	2992
9470	196	4522
9471	546	4329
9472	152	3457
9473	402	1159
9474	211	2974
9475	152	2406
9476	1097	2958
9477	2016	3023
9478	1032	1083
9479	290	3579
9480	882	3800
9481	80	615
9482	579	1648
9483	211	642
9484	14	1728
9485	3529	3838
9486	782	1833
9487	1362	2107
9488	280	543
9489	791	1695
9490	287	310
9491	349	3589
9492	88	3799
9493	1083	2772
9494	211	3849
9495	590	3360
9496	14	1064
9497	2	615
9498	211	269
9499	104	1843
9500	656	2903
9501	491	559
9502	1653	4903
9503	225	1653
9504	139	971
9505	196	3464
9506	22	1076
9507	610	3342
9508	782	791
9509	280	656
9510	241	701
9511	287	1551
9512	62	3343
9513	127	615
9514	299	1073
9515	3235	3396
9516	228	1653
9517	706	1083
9518	157	3799
9519	310	390
9520	1487	2316
9521	879	3601
9522	1153	1843
9523	617	1176
9524	879	2479
9525	1197	1984
9526	2153	3825
9527	349	4430
9528	1984	2434
9529	1287	1695
9530	211	3592
9531	1097	1319
9532	725	3799
9533	104	152
9534	1394	1653
9535	1115	2054
9536	1984	2159
9537	916	1299
9538	1984	2463
9539	579	638
9540	152	4475
9541	280	916
9542	415	2493
9543	1159	1400
9544	899	1021
9545	1083	1203
9546	211	2098
9547	579	2342
9548	203	3525
9549	676	750
9550	376	936
9551	2031	2051
9552	668	939
9553	462	916
9554	551	1719
9555	1674	4019
9556	1843	3769
9557	2267	3342
9558	2040	4184
9559	1847	2955
9560	310	571
9561	711	2159
9562	679	1299
9563	913	3023
9564	15	899
9565	3360	3396
9566	178	3531
9567	399	916
9568	1313	3342
9569	847	3342
9570	152	2095
9571	211	5130
9572	324	3360
9573	2051	3441
9574	782	2801
9575	879	900
9576	899	2213
9577	904	3360
9578	73	1083
9579	43	3474
9580	994	1400
9581	2040	3191
9582	2053	3799
9583	899	1667
9584	1653	3953
9585	88	1969
9586	211	279
9587	349	2843
9588	1010	2423
9589	961	962
9590	1073	2316
9591	668	2954
9592	569	2954
9593	1798	3859
9594	310	1197
9595	241	1709
9596	1653	4169
9597	316	1319
9598	6	359
9599	211	3435
9600	390	2316
9601	290	651
9602	1380	3799
9603	1319	4325
9604	782	1709
9605	320	1083
9606	3023	3702
9607	152	284
9608	1481	2493
9609	782	917
9610	211	3212
9611	1357	3235
9612	103	579
9613	990	2316
9614	739	899
9615	676	1540
9616	387	1843
9617	211	1843
9618	938	3507
9619	211	1230
9620	310	659
9621	977	2040
9622	152	4397
9623	938	2153
9624	2214	2493
9625	2954	4044
9626	939	2920
9627	836	2107
9628	1319	1374
9629	88	939
9630	2107	3478
9631	172	1653
9632	211	2760
9633	1319	3342
9634	879	3418
9635	2138	2463
9636	1176	2316
9637	899	4728
9638	1083	4982
9639	939	3342
9640	11	266
9641	2866	4143
9642	3045	3342
9643	196	3091
9644	852	1653
9645	3342	4719
9646	349	2168
9647	1319	1728
9648	551	3074
9649	280	1362
9650	1204	1843
9651	405	551
9652	409	1083
9653	489	1207
9654	1073	1551
9655	994	4728
9656	2051	2175
9657	2107	5257
9658	1357	3531
9659	196	376
9660	349	3190
9661	139	882
9662	358	1984
9663	112	2040
9664	615	2903
9665	731	1648
9666	211	2236
9667	2138	3769
9668	1231	2054
9669	917	994
9670	1503	3360
9671	1843	4044
9672	349	3446
9673	939	1261
9674	485	551
9675	280	1116
9676	80	3531
9677	1351	2054
9678	1667	3091
9679	62	1715
9680	1319	2406
9681	211	4169
9682	392	639
9683	187	3235
9684	1572	3360
9685	2080	3360
9686	574	3091
9687	349	4268
9688	211	1787
9689	1843	1895
9690	349	3002
9691	615	2097
9692	280	3712
9693	6	1083
9694	994	1592
9695	938	1374
9696	139	977
9697	433	617
9698	2107	3360
9699	3	1653
9700	241	4327
9701	1159	1925
9702	559	4282
9703	80	196
9704	617	1719
9705	1319	3563
9706	939	4614
9707	2316	2955
9708	543	1319
9709	182	659
9710	280	3474
9711	1083	2799
9712	867	2866
9713	2316	3977
9714	1319	4317
9715	661	2100
9716	152	2008
9717	1397	2040
9718	668	1564
9719	211	1042
9720	1798	2848
9721	299	3342
9722	1648	3531
9723	318	2107
9724	1071	1083
9725	2107	4962
9726	1073	2011
9727	2153	2789
9728	98	3360
9729	885	2316
9730	86	1798
9731	349	4794
9732	1653	2002
9733	939	1969
9734	1319	2183
9735	392	962
9736	900	1984
9737	14	196
9738	579	913
9739	196	867
9740	406	1319
9741	152	4265
9742	359	4753
9743	711	3202
9744	994	2196
9745	62	141
9746	287	899
9747	1863	3023
9748	349	3110
9749	189	287
9750	211	912
9751	688	3531
9752	939	3800
9753	376	1489
9754	14	2016
9755	1083	1848
9756	14	852
9757	617	4282
9758	280	3945
9759	1319	1833
9760	88	2107
9761	2316	2434
9762	241	619
9763	146	3799
9764	962	3000
9765	64	349
9766	211	4672
9767	179	782
9768	14	670
9769	1253	1843
9770	1345	1351
9771	615	2479
9772	349	683
9773	443	3825
9774	731	2153
9775	899	2320
9776	2920	3531
9777	1354	1512
9778	899	976
9779	574	651
9780	286	2054
9781	152	4324
9782	579	912
9783	615	1380
9784	1653	2858
9785	1319	2246
9786	376	731
9787	280	4749
9788	994	2931
9789	287	574
9790	80	1319
9791	105	879
9792	1984	4962
9793	46	1374
9794	579	2466
9795	2799	3360
9796	1319	3444
9797	579	715
9798	152	3095
9799	564	3173
9800	1798	1925
9801	310	891
9802	310	854
9803	62	164
9804	449	551
9805	152	3722
9806	1984	4728
9807	152	2931
9808	211	2849
9809	2866	3991
9810	159	3799
9811	787	3360
9812	994	4343
9813	609	1128
9814	1709	4019
9815	1564	2047
9816	1798	3271
9817	867	4184
9818	814	3342
9819	405	1695
9820	211	332
9821	1400	4019
9822	939	2852
9823	1253	2054
9824	72	939
9825	1653	2708
9826	1083	3247
9827	174	899
9828	994	2213
9829	2159	3514
9830	579	592
9831	917	1984
9832	86	104
9833	349	2368
9834	152	3849
9835	287	721
9836	601	1902
9837	290	4019
9838	241	1350
9839	617	3563
9840	14	251
9841	139	4603
9842	310	1252
9843	2434	3235
9844	1319	1592
9845	152	2473
9846	179	1984
9847	1532	2153
9848	1843	1953
9849	1083	1207
9850	128	349
9851	1674	3235
9852	1798	3074
9853	1367	1653
9854	615	661
9855	787	1653
9856	329	836
9857	820	1653
9858	1591	2479
9859	177	2316
9860	551	976
9861	339	3235
9862	938	4184
9863	938	2970
9864	349	2123
9865	810	4019
9866	359	899
9867	349	2969
9868	211	1715
9869	52	280
9870	358	2316
9871	2316	5073
9872	15	617
9873	971	4282
9874	1984	2114
9875	538	3342
9876	3023	3396
9877	960	2065
9878	127	939
9879	359	4286
9880	1073	1357
9881	617	3579
9882	211	1006
9883	782	3426
9884	1319	2033
9885	152	714
9886	2107	2721
9887	211	1457
9888	139	739
9889	211	1817
9890	359	3342
9891	913	1995
9892	433	1984
9893	241	3026
9894	310	2320
9895	1319	2793
9896	1695	3916
9897	2316	2568
9898	1342	1557
9899	994	3135
9900	1695	3360
9901	349	2954
9902	676	3421
9903	433	879
9904	152	1196
9905	676	3712
9906	875	1028
9907	656	2801
9908	310	711
9909	551	2040
9910	615	2094
9911	939	2054
9912	152	3847
9913	349	4762
9914	349	2325
9915	119	1591
9916	939	3592
9917	152	3588
9918	155	287
9919	290	1798
9920	615	2245
9921	225	994
9922	392	719
9923	2095	3360
9924	211	1914
9925	491	938
9926	2153	4143
9927	1064	4184
9928	311	1798
9929	359	962
9930	132	766
9931	399	2054
9932	1083	5127
9933	940	994
9934	211	4265
9935	1176	2107
9936	816	1083
9937	1083	1553
9938	711	1612
9939	14	968
9940	1083	2326
9941	921	2493
9942	339	1083
9943	623	2051
9944	349	3641
9945	62	815
9946	902	916
9947	782	3457
9948	46	916
9949	543	3023
9950	189	2334
9951	1969	1984
9952	2086	3809
9953	88	879
9954	551	2848
9955	211	376
9956	225	2138
9957	1360	1964
9958	222	392
9959	152	2428
9960	1226	3235
9961	196	2734
9962	322	349
9963	62	760
9964	1833	3531
9965	1159	2115
9966	211	1285
9967	407	727
9968	830	1159
9969	2270	3235
9970	43	971
9971	615	1397
9972	229	1083
9973	88	916
9974	617	1032
9975	280	2002
9976	349	2387
9977	177	939
9978	2138	3094
9979	211	526
9980	189	1669
9981	866	1984
9982	939	2095
9983	939	1235
9984	335	1073
9985	1440	2107
9986	913	1798
9987	309	1798
9988	876	1487
9989	310	391
9990	651	2107
9991	157	196
9992	132	2053
9993	546	617
9994	2919	3235
9995	558	937
9996	335	2054
9997	2	310
9998	579	2114
9999	2107	3323
10000	407	3396
